-16 -0.0565744 0.0045382
-14 -0.0367379 0.0042972
-12 -0.0389756 0.00401964
-10 -0.0360206 0.00394211
-8 -0.0282625 0.00504583
-6 -0.0279063 0.00483148
-4 -0.0182778 0.00476278
-2 -0.0206222 0.00474602
-3.55271e-15 -0.0196501 0.00490095
2 -0.0131085 0.00447621
4 -0.00731798 0.00436711
6 -0.00256443 0.00400542
8 0.00312677 0.00436464
10 0.0064752 0.00454349
12 0.0134836 0.00450289
14 0.0228181 0.00429771
16 0.0168317 0.00445919
18 0.0232693 0.0046314
20 0.0267731 0.00415647
22 0.0356472 0.0045787
24 0.0301666 0.00452048
