-17 -0.0551571 0.00420969
-15 -0.0614824 0.00402215
-13 -0.0431208 0.00424196
-11 -0.0349866 0.00434318
-9 -0.0360306 0.00436963
-7 -0.02718 0.00464563
-5 -0.0254814 0.00370933
-3 -0.0179872 0.00424052
-1 -0.0158397 0.00416215
1 -0.0154579 0.00477432
3 -0.00998008 0.00434673
5 -0.00428843 0.00420468
7 0.00181573 0.00461491
9 -0.00234612 0.0046702
11 -0.00145402 0.00439908
13 0.0082896 0.00405527
15 0.0169507 0.00471132
17 0.010652 0.00454643
19 0.0169886 0.00430339
21 0.0174387 0.00443239
23 0.0307501 0.00416754
